metro_code,metro_name,metro_pop,metro_apps,metro_type,variable_name,total_count,loan,denied,is_reliable,reliable_note,odds_ratio
16820,"Charlottesville, VA",215445.0,2134,Metropolitan Statistical Area,Latino,52.0,49.0,3.0,False,No results,
16820,"Charlottesville, VA",215445.0,2134,Metropolitan Statistical Area,Native American,3.0,3.0,0.0,False,No results,
16820,"Charlottesville, VA",215445.0,2134,Metropolitan Statistical Area,AAPI,118.0,110.0,8.0,False,No results,
40860,"Rutland, VT",58892.0,255,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
40860,"Rutland, VT",58892.0,255,Micropolitan Statistical Area,Latino,5.0,4.0,1.0,False,No results,
40860,"Rutland, VT",58892.0,255,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
40860,"Rutland, VT",58892.0,255,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
30340,"Lewiston-Auburn, ME",107602.0,494,Metropolitan Statistical Area,Black,6.0,5.0,1.0,False,No results,
30340,"Lewiston-Auburn, ME",107602.0,494,Metropolitan Statistical Area,Latino,7.0,6.0,1.0,False,No results,
30340,"Lewiston-Auburn, ME",107602.0,494,Metropolitan Statistical Area,Native American,5.0,4.0,1.0,False,No results,
30340,"Lewiston-Auburn, ME",107602.0,494,Metropolitan Statistical Area,AAPI,2.0,1.0,1.0,False,No results,
34380,"Mount Pleasant, MI",70688.0,390,Micropolitan Statistical Area,Black,8.0,8.0,0.0,False,No results,
34380,"Mount Pleasant, MI",70688.0,390,Micropolitan Statistical Area,Latino,7.0,5.0,2.0,False,No results,
34380,"Mount Pleasant, MI",70688.0,390,Micropolitan Statistical Area,Native American,3.0,3.0,0.0,False,No results,
34380,"Mount Pleasant, MI",70688.0,390,Micropolitan Statistical Area,AAPI,5.0,5.0,0.0,False,No results,
40980,"Saginaw, MI",191821.0,998,Metropolitan Statistical Area,Black,63.0,59.0,4.0,False,Not enough variance in variables,1.5
40980,"Saginaw, MI",191821.0,998,Metropolitan Statistical Area,Latino,35.0,30.0,5.0,False,Not enough variance in variables,7.5
40980,"Saginaw, MI",191821.0,998,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,Not enough variance in variables,0.0
40980,"Saginaw, MI",191821.0,998,Metropolitan Statistical Area,AAPI,17.0,15.0,2.0,False,Not enough variance in variables,4.0
25740,"Helena, MT",79722.0,709,Micropolitan Statistical Area,Black,4.0,3.0,1.0,False,No results,
25740,"Helena, MT",79722.0,709,Micropolitan Statistical Area,Latino,10.0,10.0,0.0,False,No results,
25740,"Helena, MT",79722.0,709,Micropolitan Statistical Area,Native American,8.0,7.0,1.0,False,No results,
25740,"Helena, MT",79722.0,709,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
12140,"Auburn, IN",42927.0,356,Micropolitan Statistical Area,Black,3.0,2.0,1.0,False,No results,
12140,"Auburn, IN",42927.0,356,Micropolitan Statistical Area,Latino,4.0,4.0,0.0,False,No results,
12140,"Auburn, IN",42927.0,356,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
12140,"Auburn, IN",42927.0,356,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
33780,"Monroe, MI",149727.0,1230,Metropolitan Statistical Area,Black,12.0,9.0,3.0,False,No results,
33780,"Monroe, MI",149727.0,1230,Metropolitan Statistical Area,Latino,22.0,18.0,4.0,False,No results,
33780,"Monroe, MI",149727.0,1230,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
33780,"Monroe, MI",149727.0,1230,Metropolitan Statistical Area,AAPI,10.0,9.0,1.0,False,No results,
24900,"Greenwood, MS",39292.0,42,Micropolitan Statistical Area,Black,10.0,5.0,5.0,False,No results,
24900,"Greenwood, MS",39292.0,42,Micropolitan Statistical Area,Latino,1.0,1.0,0.0,False,No results,
24900,"Greenwood, MS",39292.0,42,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
24900,"Greenwood, MS",39292.0,42,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
21580,"Española, NM",39159.0,54,Micropolitan Statistical Area,Black,1.0,0.0,1.0,False,No results,
21580,"Española, NM",39159.0,54,Micropolitan Statistical Area,Latino,21.0,20.0,1.0,False,No results,
21580,"Española, NM",39159.0,54,Micropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
21580,"Española, NM",39159.0,54,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
13140,"Beaumont-Port Arthur, TX",395174.0,1842,Metropolitan Statistical Area,Black,115.0,88.0,27.0,False,Not statistically significant,1.7
13140,"Beaumont-Port Arthur, TX",395174.0,1842,Metropolitan Statistical Area,Latino,199.0,183.0,16.0,False,Not statistically significant,0.8
13140,"Beaumont-Port Arthur, TX",395174.0,1842,Metropolitan Statistical Area,Native American,6.0,5.0,1.0,False,Not statistically significant,4.5
13140,"Beaumont-Port Arthur, TX",395174.0,1842,Metropolitan Statistical Area,AAPI,88.0,77.0,11.0,False,Not statistically significant,1.0
24340,"Grand Rapids-Kentwood, MI",1062392.0,11772,Metropolitan Statistical Area,Black,208.0,189.0,19.0,False,Not enough variance in variables,2.5
24340,"Grand Rapids-Kentwood, MI",1062392.0,11772,Metropolitan Statistical Area,Latino,494.0,463.0,31.0,False,Not enough variance in variables,1.3
24340,"Grand Rapids-Kentwood, MI",1062392.0,11772,Metropolitan Statistical Area,Native American,26.0,26.0,0.0,False,Not enough variance in variables,0.0
24340,"Grand Rapids-Kentwood, MI",1062392.0,11772,Metropolitan Statistical Area,AAPI,332.0,314.0,18.0,False,Not enough variance in variables,1.4
24140,"Goldsboro, NC",123603.0,463,Metropolitan Statistical Area,Black,58.0,49.0,9.0,False,No results,
24140,"Goldsboro, NC",123603.0,463,Metropolitan Statistical Area,Latino,30.0,25.0,5.0,False,No results,
24140,"Goldsboro, NC",123603.0,463,Metropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
24140,"Goldsboro, NC",123603.0,463,Metropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
16540,"Chambersburg-Waynesboro, PA",154147.0,725,Metropolitan Statistical Area,Black,11.0,10.0,1.0,False,No results,
16540,"Chambersburg-Waynesboro, PA",154147.0,725,Metropolitan Statistical Area,Latino,27.0,25.0,2.0,False,No results,
16540,"Chambersburg-Waynesboro, PA",154147.0,725,Metropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
16540,"Chambersburg-Waynesboro, PA",154147.0,725,Metropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
11420,"Angola, IN",34453.0,234,Micropolitan Statistical Area,Black,1.0,0.0,1.0,False,No results,
11420,"Angola, IN",34453.0,234,Micropolitan Statistical Area,Latino,4.0,4.0,0.0,False,No results,
11420,"Angola, IN",34453.0,234,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
11420,"Angola, IN",34453.0,234,Micropolitan Statistical Area,AAPI,3.0,2.0,1.0,False,No results,
33420,"Mineral Wells, TX",28540.0,116,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
33420,"Mineral Wells, TX",28540.0,116,Micropolitan Statistical Area,Latino,16.0,12.0,4.0,False,No results,
33420,"Mineral Wells, TX",28540.0,116,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
33420,"Mineral Wells, TX",28540.0,116,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
34300,"Mountain Home, ID",26743.0,143,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
34300,"Mountain Home, ID",26743.0,143,Micropolitan Statistical Area,Latino,16.0,15.0,1.0,False,No results,
34300,"Mountain Home, ID",26743.0,143,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
34300,"Mountain Home, ID",26743.0,143,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
12300,"Augusta-Waterville, ME",121753.0,466,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
12300,"Augusta-Waterville, ME",121753.0,466,Micropolitan Statistical Area,Latino,4.0,4.0,0.0,False,No results,
12300,"Augusta-Waterville, ME",121753.0,466,Micropolitan Statistical Area,Native American,3.0,2.0,1.0,False,No results,
12300,"Augusta-Waterville, ME",121753.0,466,Micropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
14780,"Brenham, TX",35163.0,179,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
14780,"Brenham, TX",35163.0,179,Micropolitan Statistical Area,Latino,9.0,8.0,1.0,False,No results,
14780,"Brenham, TX",35163.0,179,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
14780,"Brenham, TX",35163.0,179,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
25460,"Harrison, AR",45143.0,179,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
25460,"Harrison, AR",45143.0,179,Micropolitan Statistical Area,Latino,0.0,0.0,0.0,False,No results,
25460,"Harrison, AR",45143.0,179,Micropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
25460,"Harrison, AR",45143.0,179,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
13940,"Blackfoot, ID",45839.0,313,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
13940,"Blackfoot, ID",45839.0,313,Micropolitan Statistical Area,Latino,20.0,16.0,4.0,False,No results,
13940,"Blackfoot, ID",45839.0,313,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
13940,"Blackfoot, ID",45839.0,313,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
45500,"Texarkana, TX-AR",149292.0,500,Metropolitan Statistical Area,Black,37.0,21.0,16.0,False,No results,
45500,"Texarkana, TX-AR",149292.0,500,Metropolitan Statistical Area,Latino,13.0,13.0,0.0,False,No results,
45500,"Texarkana, TX-AR",149292.0,500,Metropolitan Statistical Area,Native American,4.0,4.0,0.0,False,No results,
45500,"Texarkana, TX-AR",149292.0,500,Metropolitan Statistical Area,AAPI,15.0,14.0,1.0,False,No results,
27620,"Jefferson City, MO",151273.0,881,Metropolitan Statistical Area,Black,17.0,16.0,1.0,False,No results,
27620,"Jefferson City, MO",151273.0,881,Metropolitan Statistical Area,Latino,11.0,10.0,1.0,False,No results,
27620,"Jefferson City, MO",151273.0,881,Metropolitan Statistical Area,Native American,5.0,4.0,1.0,False,No results,
27620,"Jefferson City, MO",151273.0,881,Metropolitan Statistical Area,AAPI,9.0,9.0,0.0,False,No results,
27220,"Jackson, WY-ID",34706.0,301,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
27220,"Jackson, WY-ID",34706.0,301,Micropolitan Statistical Area,Latino,15.0,13.0,2.0,False,No results,
27220,"Jackson, WY-ID",34706.0,301,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
27220,"Jackson, WY-ID",34706.0,301,Micropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
26300,"Hot Springs, AR",98555.0,608,Metropolitan Statistical Area,Black,13.0,9.0,4.0,False,Not enough variance in variables,1.0
26300,"Hot Springs, AR",98555.0,608,Metropolitan Statistical Area,Latino,18.0,17.0,1.0,False,Not enough variance in variables,0.3
26300,"Hot Springs, AR",98555.0,608,Metropolitan Statistical Area,Native American,1.0,1.0,0.0,False,Not enough variance in variables,0.0
26300,"Hot Springs, AR",98555.0,608,Metropolitan Statistical Area,AAPI,10.0,10.0,0.0,False,Not enough variance in variables,0.0
10940,"Alma, MI",40916.0,174,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
10940,"Alma, MI",40916.0,174,Micropolitan Statistical Area,Latino,5.0,4.0,1.0,False,No results,
10940,"Alma, MI",40916.0,174,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
10940,"Alma, MI",40916.0,174,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
37060,"Oxford, MS",53590.0,355,Micropolitan Statistical Area,Black,17.0,17.0,0.0,False,No results,
37060,"Oxford, MS",53590.0,355,Micropolitan Statistical Area,Latino,7.0,7.0,0.0,False,No results,
37060,"Oxford, MS",53590.0,355,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
37060,"Oxford, MS",53590.0,355,Micropolitan Statistical Area,AAPI,10.0,10.0,0.0,False,No results,
25900,"Hilo, HI",199459.0,1112,Micropolitan Statistical Area,Black,6.0,6.0,0.0,False,Not enough variance in variables,0.0
25900,"Hilo, HI",199459.0,1112,Micropolitan Statistical Area,Latino,51.0,45.0,6.0,False,Not enough variance in variables,2.2
25900,"Hilo, HI",199459.0,1112,Micropolitan Statistical Area,Native American,7.0,7.0,0.0,False,Not enough variance in variables,0.0
25900,"Hilo, HI",199459.0,1112,Micropolitan Statistical Area,AAPI,278.0,242.0,36.0,False,Not enough variance in variables,2.2
40300,"Rochelle, IL",51025.0,201,Micropolitan Statistical Area,Black,3.0,3.0,0.0,False,No results,
40300,"Rochelle, IL",51025.0,201,Micropolitan Statistical Area,Latino,12.0,11.0,1.0,False,No results,
40300,"Rochelle, IL",51025.0,201,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
40300,"Rochelle, IL",51025.0,201,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
45780,"Toledo, OH",644137.0,5064,Metropolitan Statistical Area,Black,192.0,172.0,20.0,False,Not enough variance in variables,1.9
45780,"Toledo, OH",644137.0,5064,Metropolitan Statistical Area,Latino,170.0,157.0,13.0,False,Not enough variance in variables,1.6
45780,"Toledo, OH",644137.0,5064,Metropolitan Statistical Area,Native American,11.0,10.0,1.0,False,Not enough variance in variables,3.1
45780,"Toledo, OH",644137.0,5064,Metropolitan Statistical Area,AAPI,104.0,100.0,4.0,False,Not enough variance in variables,1.4
10980,"Alpena, MI",28520.0,88,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
10980,"Alpena, MI",28520.0,88,Micropolitan Statistical Area,Latino,0.0,0.0,0.0,False,No results,
10980,"Alpena, MI",28520.0,88,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
10980,"Alpena, MI",28520.0,88,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
46620,"Uvalde, TX",26920.0,62,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
46620,"Uvalde, TX",26920.0,62,Micropolitan Statistical Area,Latino,18.0,15.0,3.0,False,No results,
46620,"Uvalde, TX",26920.0,62,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
46620,"Uvalde, TX",26920.0,62,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
17780,"College Station-Bryan, TX",258029.0,1604,Metropolitan Statistical Area,Black,51.0,38.0,13.0,False,Not enough applications,5.3
17780,"College Station-Bryan, TX",258029.0,1604,Metropolitan Statistical Area,Latino,159.0,143.0,16.0,False,Not statistically significant,1.4
17780,"College Station-Bryan, TX",258029.0,1604,Metropolitan Statistical Area,Native American,8.0,7.0,1.0,False,Not statistically significant,4.0
17780,"College Station-Bryan, TX",258029.0,1604,Metropolitan Statistical Area,AAPI,80.0,75.0,5.0,False,Not statistically significant,2.1
36830,"Othello, WA",19594.0,78,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
36830,"Othello, WA",19594.0,78,Micropolitan Statistical Area,Latino,35.0,32.0,3.0,False,No results,
36830,"Othello, WA",19594.0,78,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
36830,"Othello, WA",19594.0,78,Micropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
19460,"Decatur, AL",152271.0,825,Metropolitan Statistical Area,Black,33.0,30.0,3.0,False,Not enough variance in variables,2.3
19460,"Decatur, AL",152271.0,825,Metropolitan Statistical Area,Latino,26.0,23.0,3.0,False,Not enough variance in variables,1.8
19460,"Decatur, AL",152271.0,825,Metropolitan Statistical Area,Native American,6.0,6.0,0.0,False,Not enough variance in variables,0.0
19460,"Decatur, AL",152271.0,825,Metropolitan Statistical Area,AAPI,10.0,9.0,1.0,False,Not enough variance in variables,2.3
41760,"Sandpoint, ID",43611.0,504,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
41760,"Sandpoint, ID",43611.0,504,Micropolitan Statistical Area,Latino,8.0,7.0,1.0,False,No results,
41760,"Sandpoint, ID",43611.0,504,Micropolitan Statistical Area,Native American,6.0,4.0,2.0,False,No results,
41760,"Sandpoint, ID",43611.0,504,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
40180,"Riverton, WY",39812.0,124,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
40180,"Riverton, WY",39812.0,124,Micropolitan Statistical Area,Latino,4.0,4.0,0.0,False,No results,
40180,"Riverton, WY",39812.0,124,Micropolitan Statistical Area,Native American,2.0,1.0,1.0,False,No results,
40180,"Riverton, WY",39812.0,124,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
16220,"Casper, WY",80333.0,597,Metropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
16220,"Casper, WY",80333.0,597,Metropolitan Statistical Area,Latino,19.0,17.0,2.0,False,No results,
16220,"Casper, WY",80333.0,597,Metropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
16220,"Casper, WY",80333.0,597,Metropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
28340,"Kendallville, IN",47506.0,275,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
28340,"Kendallville, IN",47506.0,275,Micropolitan Statistical Area,Latino,24.0,22.0,2.0,False,No results,
28340,"Kendallville, IN",47506.0,275,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
28340,"Kendallville, IN",47506.0,275,Micropolitan Statistical Area,AAPI,4.0,2.0,2.0,False,No results,
21820,"Fairbanks, AK",99072.0,361,Metropolitan Statistical Area,Black,5.0,5.0,0.0,False,No results,
21820,"Fairbanks, AK",99072.0,361,Metropolitan Statistical Area,Latino,18.0,16.0,2.0,False,No results,
21820,"Fairbanks, AK",99072.0,361,Metropolitan Statistical Area,Native American,16.0,16.0,0.0,False,No results,
21820,"Fairbanks, AK",99072.0,361,Metropolitan Statistical Area,AAPI,20.0,19.0,1.0,False,No results,
21780,"Evansville, IN-KY",314960.0,2419,Metropolitan Statistical Area,Black,48.0,38.0,10.0,False,Not enough applications,8.0
21780,"Evansville, IN-KY",314960.0,2419,Metropolitan Statistical Area,Latino,35.0,32.0,3.0,False,Not statistically significant,1.2
21780,"Evansville, IN-KY",314960.0,2419,Metropolitan Statistical Area,Native American,4.0,3.0,1.0,False,Not statistically significant,11.8
21780,"Evansville, IN-KY",314960.0,2419,Metropolitan Statistical Area,AAPI,50.0,49.0,1.0,False,Not statistically significant,1.1
37580,"Paris, TX",49611.0,136,Micropolitan Statistical Area,Black,3.0,3.0,0.0,False,No results,
37580,"Paris, TX",49611.0,136,Micropolitan Statistical Area,Latino,7.0,7.0,0.0,False,No results,
37580,"Paris, TX",49611.0,136,Micropolitan Statistical Area,Native American,4.0,2.0,2.0,False,No results,
37580,"Paris, TX",49611.0,136,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
34260,"Mountain Home, AR",41427.0,235,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
34260,"Mountain Home, AR",41427.0,235,Micropolitan Statistical Area,Latino,4.0,3.0,1.0,False,No results,
34260,"Mountain Home, AR",41427.0,235,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
34260,"Mountain Home, AR",41427.0,235,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
23460,"Gadsden, AL",102748.0,361,Metropolitan Statistical Area,Black,17.0,13.0,4.0,False,No results,
23460,"Gadsden, AL",102748.0,361,Metropolitan Statistical Area,Latino,9.0,8.0,1.0,False,No results,
23460,"Gadsden, AL",102748.0,361,Metropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
23460,"Gadsden, AL",102748.0,361,Metropolitan Statistical Area,AAPI,7.0,7.0,0.0,False,No results,
45180,"Talladega-Sylacauga, AL",80387.0,201,Micropolitan Statistical Area,Black,15.0,14.0,1.0,False,Not enough variance in variables,5.2
45180,"Talladega-Sylacauga, AL",80387.0,201,Micropolitan Statistical Area,Latino,3.0,2.0,1.0,False,Not enough variance in variables,7.2
45180,"Talladega-Sylacauga, AL",80387.0,201,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,Not enough variance in variables,7.328469541087061e+18
45180,"Talladega-Sylacauga, AL",80387.0,201,Micropolitan Statistical Area,AAPI,3.0,2.0,1.0,False,Not enough variance in variables,741.3
46380,"Ukiah, CA",87224.0,347,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
46380,"Ukiah, CA",87224.0,347,Micropolitan Statistical Area,Latino,64.0,55.0,9.0,False,No results,
46380,"Ukiah, CA",87224.0,347,Micropolitan Statistical Area,Native American,7.0,5.0,2.0,False,No results,
46380,"Ukiah, CA",87224.0,347,Micropolitan Statistical Area,AAPI,6.0,6.0,0.0,False,No results,
49660,"Youngstown-Warren-Boardman, OH-PA",541846.0,2817,Metropolitan Statistical Area,Black,61.0,52.0,9.0,False,Not statistically significant,1.0
49660,"Youngstown-Warren-Boardman, OH-PA",541846.0,2817,Metropolitan Statistical Area,Latino,57.0,46.0,11.0,False,Not enough applications,3.2
49660,"Youngstown-Warren-Boardman, OH-PA",541846.0,2817,Metropolitan Statistical Area,Native American,3.0,1.0,2.0,False,Not statistically significant,2.9
49660,"Youngstown-Warren-Boardman, OH-PA",541846.0,2817,Metropolitan Statistical Area,AAPI,25.0,22.0,3.0,False,Not statistically significant,1.6
49700,"Yuba City, CA",172469.0,1111,Metropolitan Statistical Area,Black,23.0,18.0,5.0,False,Not enough applications,4.8
49700,"Yuba City, CA",172469.0,1111,Metropolitan Statistical Area,Latino,186.0,166.0,20.0,False,Not statistically significant,1.5
49700,"Yuba City, CA",172469.0,1111,Metropolitan Statistical Area,Native American,5.0,4.0,1.0,False,Not statistically significant,4.4
49700,"Yuba City, CA",172469.0,1111,Metropolitan Statistical Area,AAPI,182.0,160.0,22.0,False,Not statistically significant,1.6
40100,"Rio Grande City-Roma, TX",64078.0,46,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
40100,"Rio Grande City-Roma, TX",64078.0,46,Micropolitan Statistical Area,Latino,43.0,36.0,7.0,False,No results,
40100,"Rio Grande City-Roma, TX",64078.0,46,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
40100,"Rio Grande City-Roma, TX",64078.0,46,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
48020,"Watertown-Fort Atkinson, WI",84701.0,659,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
48020,"Watertown-Fort Atkinson, WI",84701.0,659,Micropolitan Statistical Area,Latino,21.0,20.0,1.0,False,No results,
48020,"Watertown-Fort Atkinson, WI",84701.0,659,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
48020,"Watertown-Fort Atkinson, WI",84701.0,659,Micropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
44500,"Stephenville, TX",41841.0,184,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
44500,"Stephenville, TX",41841.0,184,Micropolitan Statistical Area,Latino,9.0,9.0,0.0,False,No results,
44500,"Stephenville, TX",41841.0,184,Micropolitan Statistical Area,Native American,2.0,1.0,1.0,False,No results,
44500,"Stephenville, TX",41841.0,184,Micropolitan Statistical Area,AAPI,4.0,3.0,1.0,False,No results,
27380,"Jacksonville, TX",52118.0,234,Micropolitan Statistical Area,Black,5.0,4.0,1.0,False,No results,
27380,"Jacksonville, TX",52118.0,234,Micropolitan Statistical Area,Latino,38.0,26.0,12.0,False,No results,
27380,"Jacksonville, TX",52118.0,234,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
27380,"Jacksonville, TX",52118.0,234,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
21140,"Elkhart-Goshen, IN",204558.0,1608,Metropolitan Statistical Area,Black,18.0,18.0,0.0,False,Not enough variance in variables,0.0
21140,"Elkhart-Goshen, IN",204558.0,1608,Metropolitan Statistical Area,Latino,229.0,209.0,20.0,False,Not enough variance in variables,1.7
21140,"Elkhart-Goshen, IN",204558.0,1608,Metropolitan Statistical Area,Native American,3.0,3.0,0.0,False,Not enough variance in variables,0.0
21140,"Elkhart-Goshen, IN",204558.0,1608,Metropolitan Statistical Area,AAPI,18.0,18.0,0.0,False,Not enough variance in variables,0.0
47660,"Warrensburg, MO",53682.0,199,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
47660,"Warrensburg, MO",53682.0,199,Micropolitan Statistical Area,Latino,1.0,1.0,0.0,False,No results,
47660,"Warrensburg, MO",53682.0,199,Micropolitan Statistical Area,Native American,1.0,0.0,1.0,False,No results,
47660,"Warrensburg, MO",53682.0,199,Micropolitan Statistical Area,AAPI,5.0,5.0,0.0,False,No results,
13660,"Big Rapids, MI",43251.0,250,Micropolitan Statistical Area,Black,4.0,2.0,2.0,False,No results,
13660,"Big Rapids, MI",43251.0,250,Micropolitan Statistical Area,Latino,1.0,1.0,0.0,False,No results,
13660,"Big Rapids, MI",43251.0,250,Micropolitan Statistical Area,Native American,1.0,0.0,1.0,False,No results,
13660,"Big Rapids, MI",43251.0,250,Micropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
24980,"Grenada, MS",21088.0,47,Micropolitan Statistical Area,Black,7.0,4.0,3.0,False,No results,
24980,"Grenada, MS",21088.0,47,Micropolitan Statistical Area,Latino,1.0,1.0,0.0,False,No results,
24980,"Grenada, MS",21088.0,47,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
24980,"Grenada, MS",21088.0,47,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
39780,"Red Bluff, CA",63912.0,331,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
39780,"Red Bluff, CA",63912.0,331,Micropolitan Statistical Area,Latino,43.0,37.0,6.0,False,No results,
39780,"Red Bluff, CA",63912.0,331,Micropolitan Statistical Area,Native American,5.0,5.0,0.0,False,No results,
39780,"Red Bluff, CA",63912.0,331,Micropolitan Statistical Area,AAPI,9.0,7.0,2.0,False,No results,
37260,"Palatka, FL",73252.0,235,Micropolitan Statistical Area,Black,8.0,4.0,4.0,False,No results,
37260,"Palatka, FL",73252.0,235,Micropolitan Statistical Area,Latino,5.0,4.0,1.0,False,No results,
37260,"Palatka, FL",73252.0,235,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
37260,"Palatka, FL",73252.0,235,Micropolitan Statistical Area,AAPI,4.0,4.0,0.0,False,No results,
40580,"Rocky Mount, NC",146678.0,609,Metropolitan Statistical Area,Black,137.0,113.0,24.0,False,No results,
40580,"Rocky Mount, NC",146678.0,609,Metropolitan Statistical Area,Latino,28.0,23.0,5.0,False,No results,
40580,"Rocky Mount, NC",146678.0,609,Metropolitan Statistical Area,Native American,7.0,3.0,4.0,False,No results,
40580,"Rocky Mount, NC",146678.0,609,Metropolitan Statistical Area,AAPI,9.0,7.0,2.0,False,No results,
23900,"Gettysburg, PA",102470.0,616,Metropolitan Statistical Area,Black,4.0,3.0,1.0,False,No results,
23900,"Gettysburg, PA",102470.0,616,Metropolitan Statistical Area,Latino,20.0,17.0,3.0,False,No results,
23900,"Gettysburg, PA",102470.0,616,Metropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
