"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"310M500US40260","Roanoke Rapids, NC Micro Area","71136","*****","69208","*****","27383","2","38164","329","1859","110","430","108","74","68","5","7","1293","357","101","98","1192","338","1928","*****","1238","243","95","62","220","202","0","29","0","29","194","139","181","104","105","75","76","75"
"310M500US40300","Rochelle, IL Micro Area","51025","*****","45859","*****","44283","34","520","144","117","88","276","60","9","15","31","34","623","191","12","17","611","193","5166","*****","3822","376","0","27","46","41","0","27","15","24","1082","342","201","116","52","39","149","112"
"310M500US40340","Rochester, MN Metro Area","217964","*****","208336","*****","183561","136","9575","499","496","136","9365","384","130","87","354","170","4855","563","233","135","4622","568","9628","*****","6841","563","293","185","203","189","62","78","0","20","1936","546","293","133","166","97","127","81"
"310M500US40380","Rochester, NY Metro Area","1072877","*****","993618","*****","821104","346","116602","1170","1954","273","30095","676","313","113","1826","454","21724","1316","1120","385","20604","1238","79259","*****","48390","1715","6968","821","1955","550","489","203","154","182","15280","1380","6023","843","2653","508","3370","648"
"310M500US40420","Rockford, IL Metro Area","338356","*****","290312","*****","235654","220","36958","741","662","214","8129","406","22","31","472","255","8415","897","152","104","8263","885","48044","*****","35561","1444","1161","374","352","295","33","34","22","32","8579","1221","2336","540","950","271","1386","453"
"310M500US40460","Rockingham, NC Micro Area","44997","*****","42083","*****","25675","26","14306","124","1075","208","424","62","0","26","0","26","603","231","0","26","603","231","2914","*****","2110","271","38","27","0","26","12","18","24","41","474","233","256","160","171","132","85","97"
"310M500US40530","Rockport, TX Micro Area","24462","*****","17741","*****","16486","25","337","175","27","24","489","35","0","25","0","25","402","176","0","25","402","176","6721","*****","5629","445","17","31","26","45","0","25","0","25","471","291","578","313","36","44","542","308"
"310M500US40540","Rock Springs, WY Micro Area","43521","*****","36608","*****","34624","19","488","131","442","166","322","102","13","24","16","19","703","241","0","25","703","241","6913","*****","6018","297","14","22","66","67","18","26","6","11","507","200","284","154","80","76","204","131"
"310M500US40580","Rocky Mount, NC Metro Area","146678","*****","137694","*****","65971","54","67117","576","640","156","885","144","91","96","147","122","2843","596","45","34","2798","588","8984","*****","3718","690","176","99","39","46","48","80","25","33","4240","712","738","281","550","245","188","157"
"310M500US40620","Rolla, MO Micro Area","44630","*****","43493","*****","39598","86","993","168","307","119","1610","136","0","24","53","84","932","256","8","14","924","254","1137","*****","793","109","86","78","39","50","10","17","0","24","64","50","145","94","40","72","105","71"
"310M500US40660","Rome, GA Metro Area","97369","*****","86593","*****","68902","403","13507","357","148","117","1233","288","0","31","571","412","2232","475","337","297","1895","411","10776","*****","7316","673","69","58","19","30","110","109","0","31","2677","700","585","370","303","220","282","234"
"310M500US40700","Roseburg, OR Micro Area","109114","*****","102777","*****","95842","74","462","180","966","255","1078","163","65","45","64","67","4300","367","45","53","4255","360","6337","*****","4965","359","0","29","255","182","0","29","34","50","601","195","482","240","161","118","321","199"
"310M500US40740","Roswell, NM Micro Area","65144","*****","28177","*****","25325","175","929","139","690","62","584","71","6","12","205","188","438","168","6","12","432","167","36967","*****","31713","803","83","57","395","204","37","54","0","28","3618","714","1121","363","789","357","332","195"
"310M500US40760","Ruidoso, NM Micro Area","19461","*****","13003","*****","12632","143","101","85","98","64","13","20","0","19","0","19","159","92","24","26","135","87","6458","*****","6211","154","3","5","15","19","0","19","0","19","163","107","66","107","0","19","66","107"
"310M500US40780","Russellville, AR Micro Area","85225","*****","75148","*****","69720","20","2311","242","479","259","870","127","0","28","21","35","1747","372","18","20","1729","373","10077","*****","5315","622","124","103","32","42","25","34","0","28","4441","611","140","111","86","85","54","76"
"310M500US40820","Ruston, LA Micro Area","47246","*****","45799","*****","25181","152","19177","100","117","98","782","56","1","2","93","154","448","148","0","27","448","148","1447","*****","443","230","130","93","0","27","7","14","0","27","774","302","93","78","72","58","21","31"
"310M500US40860","Rutland, VT Micro Area","58892","*****","58028","*****","56122","64","504","101","74","62","672","162","0","22","56","62","600","165","24","21","576","161","864","*****","743","45","13","20","45","39","0","22","0","22","55","33","8","9","8","9","0","22"
"310M500US40900","Sacramento-Roseville-Folsom, CA Metro Area","2315980","*****","1815790","*****","1210133","1092","157761","2130","8621","675","302649","2297","18947","579","6122","1236","111557","3085","3423","693","108134","2907","500190","*****","296339","4406","6119","859","6380","803","4709","604","752","385","143656","4081","42235","2373","18846","1370","23389","1655"
"310M500US40940","Safford, AZ Micro Area","37996","*****","25453","*****","19324","26","693","82","4759","180","240","78","46","39","0","26","391","203","0","26","391","203","12543","*****","11042","386","51","61","45","40","0","26","0","26","701","241","704","261","172","91","532","221"
"310M500US40980","Saginaw, MI Metro Area","191821","*****","175603","*****","133043","69","35005","554","379","102","2284","256","17","22","233","169","4642","555","115","48","4527","555","16218","*****","11225","667","659","298","263","130","0","24","0","24","2534","478","1537","358","750","272","787","298"
"310M500US41060","St. Cloud, MN Metro Area","198581","*****","192258","*****","172373","96","11768","420","367","98","3706","266","0","20","213","135","3831","520","28","29","3803","517","6323","*****","3452","358","50","43","41","42","6","8","11","13","2232","380","531","158","320","128","211","105"
"310M500US41100","St. George, UT Metro Area","165811","*****","148447","*****","139792","165","1081","196","1942","267","1306","249","1314","238","378","246","2634","468","43","54","2591","466","17364","*****","10312","1107","75","67","752","458","0","27","18","32","5383","1042","824","370","480","251","344","266"
"310M500US41140","St. Joseph, MO-KS Metro Area","126173","*****","119421","*****","107636","35","6334","531","490","158","1068","182","291","102","31","28","3571","522","22","24","3549","525","6752","*****","4114","594","75","56","115","96","35","34","277","176","1456","540","680","229","386","162","294","155"
"310M500US41180","St. Louis, MO-IL Metro Area","2805190","*****","2719617","*****","2068188","629","508558","2208","4612","512","73306","1062","712","105","5302","850","58939","2418","1500","398","57439","2452","85573","*****","58562","1620","2162","565","1109","341","555","175","173","107","16590","1503","6422","796","2763","463","3659","674"
"310M500US41220","St. Marys, GA Micro Area","53231","*****","49648","*****","37155","46","9921","264","278","73","1020","86","59","47","67","61","1148","275","17","24","1131","275","3583","*****","1709","335","76","65","96","91","150","193","0","31","849","428","703","307","235","127","468","277"
"310M500US41260","St. Marys, PA Micro Area","30340","*****","30093","*****","29535","6","261","73","42","46","153","22","0","22","0","22","102","66","4","6","98","65","247","*****","128","65","7","13","0","22","0","22","28","45","21","21","63","51","0","22","63","51"
"310M500US41400","Salem, OH Micro Area","103190","*****","101357","*****","96921","53","2049","169","130","78","149","85","7","14","31","34","2070","196","116","69","1954","194","1833","*****","794","303","63","86","19","19","42","56","0","27","839","351","76","73","0","27","76","73"
"310M500US41420","Salem, OR Metro Area","422678","*****","320856","*****","287191","270","4255","521","3432","411","8312","553","3364","317","392","220","13910","888","581","328","13329","913","101822","*****","61953","2275","625","305","1198","494","229","159","69","62","26183","2166","11565","1680","2234","524","9331","1584"
"310M500US41460","Salina, KS Micro Area","60523","*****","54195","*****","49333","30","1578","153","287","82","1269","130","15","26","19","30","1694","213","0","24","1694","213","6328","*****","4259","549","15","23","1","2","6","10","0","24","1346","471","701","275","466","246","235","153"
"310M500US41500","Salinas, CA Metro Area","433410","*****","179116","*****","129738","208","10737","335","819","216","23348","591","1982","116","561","224","11931","740","307","159","11624","742","254294","*****","101254","3917","630","213","2174","594","978","406","153","149","142480","4069","6625","860","3308","607","3317","561"
"310M500US41540","Salisbury, MD-DE Metro Area","404417","*****","375723","*****","287529","308","70042","823","1106","252","6815","279","150","95","995","378","9086","849","436","211","8650","839","28694","*****","21281","928","1039","308","113","78","24","25","183","292","5318","783","736","235","295","120","441","216"
"310M500US41620","Salt Lake City, UT Metro Area","1201043","*****","984650","*****","861505","685","20734","844","7269","720","46244","943","16454","827","3035","693","29409","1802","1196","364","28213","1786","216393","*****","95474","3686","1194","355","2262","688","407","222","260","149","105373","3896","11423","1319","7079","1064","4344","694"
"310M500US41660","San Angelo, TX Metro Area","120837","177","72718","172","64562","197","4772","222","240","131","1420","223","79","65","113","85","1532","324","9","15","1523","322","48119","129","40189","1128","309","173","227","118","104","73","0","32","6462","1027","828","317","473","239","355","177"
"310M500US41700","San Antonio-New Braunfels, TX Metro Area","2468193","*****","1101175","*****","831407","677","155950","1569","3895","530","58816","1277","2079","483","3801","872","45227","2248","1986","530","43241","2242","1367018","*****","1159887","6566","12305","1482","12116","1601","2402","469","746","317","142103","5513","37459","2671","16167","1622","21292","1988"
"310M500US41740","San Diego-Chula Vista-Carlsbad, CA Metro Area","3316073","*****","2198556","*****","1510756","943","156084","2085","12474","896","385657","2443","12747","726","6560","1069","114278","3148","2793","510","111485","3098","1117517","*****","834911","7163","10666","1367","10050","1482","9085","1002","1120","276","192169","5473","59516","3418","26634","1891","32882","2467"
"310M500US41760","Sandpoint, ID Micro Area","43611","*****","42257","*****","40594","20","98","67","378","161","298","89","53","52","13","20","823","190","0","25","823","190","1354","*****","847","149","29","48","0","25","0","25","0","25","235","107","243","106","133","63","110","83"
"310M500US41780","Sandusky, OH Micro Area","74780","*****","71498","*****","62161","87","6453","394","257","74","441","109","6","9","127","77","2053","443","86","72","1967","449","3282","*****","1767","306","316","132","35","49","0","27","0","27","888","276","276","131","116","81","160","100"
"310M500US41820","Sanford, NC Micro Area","60481","*****","48897","*****","35156","54","11792","238","442","99","726","125","31","46","61","54","689","275","18","28","671","274","11584","*****","9436","602","481","248","56","49","81","124","0","29","1273","482","257","195","163","96","94","149"
"310M500US41860","San Francisco-Oakland-Berkeley, CA Metro Area","4701332","*****","3675926","*****","1861545","971","333087","2460","10718","712","1214748","3362","31849","816","18047","1457","205932","4007","9885","825","196047","3881","1025406","*****","443410","8205","11413","1154","13044","1382","12153","1198","1807","485","459601","9198","83978","3347","43782","2803","40196","2008"
"310M500US41900","San Germán, PR Metro Area","125324","*****","715","258","466","177","2","4","5","9","35","56","0","33","192","154","15","23","0","33","15","23","124609","258","50118","2242","1921","466","192","153","11","19","23","37","71187","2314","1157","412","654","273","503","283"
"310M500US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","1987846","*****","1460787","*****","628606","844","45713","926","3552","409","701044","2065","6265","499","5606","920","70001","2135","3756","746","66245","2123","527059","*****","277731","5090","2770","459","6588","851","3641","521","1063","376","201926","5326","33340","1993","16254","1318","17086","1453"
"310M500US41980","San Juan-Bayamón-Caguas, PR Metro Area","2100207","*****","26536","1782","19185","1572","2404","373","17","27","2100","731","7","13","1905","418","918","304","85","93","833","294","2073671","1782","1377901","8879","294027","5832","5519","947","2456","483","75","58","271656","6041","122037","4366","10271","1023","111766","4482"
"310M500US42020","San Luis Obispo-Paso Robles, CA Metro Area","282165","*****","218631","*****","194375","177","4909","420","1510","246","9969","426","265","109","400","173","7203","703","208","95","6995","688","63534","*****","46748","1495","410","212","948","503","327","145","0","29","11867","1470","3234","600","1374","315","1860","509"
"310M500US42100","Santa Cruz-Watsonville, CA Metro Area","273962","*****","181982","*****","156897","200","2491","266","401","153","12504","441","198","94","601","203","8890","532","230","119","8660","530","91980","*****","47969","2821","413","186","1104","374","630","302","139","110","37529","2832","4196","644","1944","463","2252","481"
"310M500US42140","Santa Fe, NM Metro Area","149293","*****","72847","*****","63865","115","1325","81","3773","201","1813","180","103","86","232","114","1736","265","139","65","1597","259","76446","*****","61225","1317","249","148","1077","270","76","60","61","65","11385","1221","2373","474","1416","384","957","239"
"310M500US42180","Santa Isabel, PR Micro Area","21757","*****","97","109","97","109","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","21660","109","12525","798","8122","836","48","54","0","26","0","26","720","261","245","269","25","27","220","270"
"310M500US42200","Santa Maria-Santa Barbara, CA Metro Area","444829","*****","242992","*****","197993","222","8409","418","1601","309","23882","548","387","127","603","214","10117","789","321","141","9796","762","201837","*****","146785","3131","575","198","3043","796","967","336","194","153","41838","2939","8435","1067","3397","742","5038","804"
"310M500US42220","Santa Rosa-Petaluma, CA Metro Area","499772","*****","366203","*****","316022","642","7399","519","2343","400","20082","706","1483","259","2239","650","16635","889","507","255","16128","864","133569","*****","57645","2881","870","304","2052","537","361","164","123","65","62392","2987","10126","1058","5307","831","4819","837"
"310M500US42300","Sault Ste. Marie, MI Micro Area","37629","*****","36920","*****","26196","19","2231","263","5234","305","372","62","35","8","0","22","2852","393","21","20","2831","396","709","*****","419","62","34","30","108","47","0","22","0","22","32","23","116","40","65","35","51","32"
"310M500US42340","Savannah, GA Metro Area","386036","*****","362254","*****","214331","351","126839","994","939","191","8413","490","353","41","1251","409","10128","1103","603","476","9525","1100","23782","*****","15596","1056","1574","456","257","136","78","76","68","64","4660","980","1549","425","712","253","837","284"
"310M500US42380","Sayre, PA Micro Area","60963","*****","60062","*****","58337","163","308","93","28","14","437","63","96","111","125","163","731","95","20","35","711","91","901","*****","597","105","29","18","2","2","0","24","4","6","192","71","77","53","48","38","29","38"
"310M500US42420","Scottsbluff, NE Micro Area","38015","*****","29336","61","27756","80","271","50","567","82","247","59","1","2","23","21","471","129","32","40","439","111","8679","61","7109","291","55","62","117","80","0","21","44","64","898","257","456","185","257","169","199","95"
"310M500US42460","Scottsboro, AL Micro Area","51852","*****","50333","*****","46277","49","1775","153","582","179","232","40","55","62","43","50","1369","208","5","9","1364","209","1519","*****","1179","171","34","50","47","75","0","28","0","28","219","131","40","45","22","36","18","29"
"310M500US42500","Scottsburg, IN Micro Area","23759","*****","23218","*****","22658","15","48","39","81","28","117","82","0","22","10","15","304","92","0","22","304","92","541","*****","513","47","0","22","0","22","0","22","0","22","28","47","0","22","0","22","0","22"
"310M500US42540","Scranton--Wilkes-Barre, PA Metro Area","555642","*****","501494","*****","464595","145","17522","700","493","105","9824","318","139","73","335","168","8586","742","479","223","8107","708","54148","*****","32127","1552","4885","826","277","122","125","89","124","106","13594","1467","3016","579","1200","334","1816","518"
"310M500US42620","Searcy, AR Micro Area","78762","*****","75340","*****","69364","35","3333","198","456","132","583","89","0","28","30","35","1574","266","0","28","1574","266","3422","*****","2390","388","101","94","19","30","0","28","0","28","737","413","175","107","95","83","80","61"
"310M500US42660","Seattle-Tacoma-Bellevue, WA Metro Area","3871323","*****","3482260","*****","2449874","1083","218507","3091","26382","1300","524315","2886","32923","947","8847","1162","221412","4743","4923","816","216489","4549","389063","*****","195977","3975","6865","849","5198","861","3781","558","1066","254","134384","4558","41792","2432","17939","1553","23853","1948"
"310M500US42680","Sebastian-Vero Beach, FL Metro Area","153989","*****","134926","*****","115945","205","13587","523","171","76","2005","294","57","82","205","198","2956","646","54","46","2902","640","19063","*****","17158","639","46","51","214","225","32","46","0","32","1343","561","270","160","153","109","117","114"
"310M500US42700","Sebring-Avon Park, FL Metro Area","103437","*****","82662","*****","69397","65","9722","410","184","98","1451","155","0","32","98","65","1810","478","78","89","1732","485","20775","*****","14144","1122","265","153","13","26","16","25","0","32","5981","1113","356","227","291","212","65","62"
"310M500US42740","Sedalia, MO Micro Area","42355","*****","38685","*****","35969","34","1483","145","38","39","279","41","12","16","29","33","875","162","8","10","867","162","3670","*****","2736","321","0","24","14","20","0","24","0","24","878","318","42","35","11","16","31","33"
"310M500US42780","Selinsgrove, PA Micro Area","40483","*****","39616","*****","38493","22","373","58","30","26","275","44","0","22","0","22","445","81","18","17","427","80","867","*****","529","109","52","40","0","22","0","22","0","22","221","86","65","55","42","44","23","28"
"310M500US42820","Selma, AL Micro Area","39149","*****","38730","*****","10694","25","27572","48","37","58","222","15","5","9","0","25","200","75","10","16","190","73","419","*****","212","141","121","103","0","25","0","25","16","34","27","42","43","55","26","40","17","35"
"310M500US42860","Seneca, SC Micro Area","77528","*****","73293","*****","65463","44","5288","260","231","117","570","100","11","19","44","44","1686","258","0","30","1686","258","4235","*****","2599","489","29","29","262","315","0","30","0","30","903","448","442","273","162","112","280","256"
"310M500US42900","Seneca Falls, NY Micro Area","34390","*****","33191","*****","30611","10","1636","90","143","54","285","34","8","9","18","21","490","108","0","25","490","108","1199","*****","744","107","108","55","0","25","0","25","0","25","294","95","53","33","37","27","16","17"
"310M500US42940","Sevierville, TN Micro Area","97068","*****","91250","*****","87347","71","877","185","380","167","759","249","19","32","29","34","1839","351","149","122","1690","348","5818","*****","4617","451","33","33","47","60","0","29","0","29","969","422","152","106","26","27","126","103"
"310M500US42980","Seymour, IN Micro Area","44025","*****","40939","*****","38802","83","473","116","61","35","983","82","14","22","56","77","550","161","51","53","499","150","3086","*****","1211","314","0","25","36","58","0","25","0","25","1709","314","130","95","125","95","5","8"
"310M500US43020","Shawano, WI Micro Area","45462","*****","44040","28","35901","41","177","68","6586","172","171","46","7","13","5","7","1193","203","6","6","1187","203","1422","28","883","143","0","18","383","146","0","18","0","18","66","31","90","51","28","19","62","45"
"310M500US43060","Shawnee, OK Micro Area","72154","*****","68424","*****","52233","25","2453","87","10060","319","472","93","62","26","16","18","3128","356","23","22","3105","354","3730","*****","2519","181","52","47","535","168","0","23","0","23","400","119","224","95","87","58","137","74"
"310M500US43100","Sheboygan, WI Metro Area","115178","*****","107844","*****","97016","41","2216","182","303","93","6581","139","0","20","54","41","1674","251","14","15","1660","251","7334","*****","5208","451","64","75","33","28","29","37","1","2","1247","388","752","282","262","151","490","216"
"310M500US43140","Shelby, NC Micro Area","97282","*****","93859","*****","70925","176","20350","286","256","130","1006","76","0","29","187","171","1135","325","22","39","1113","328","3423","*****","1650","397","36","48","6","13","0","29","14","24","1615","395","102","72","49","50","53","51"
"310M500US43180","Shelbyville, TN Micro Area","48292","*****","42305","*****","37090","47","3822","284","107","86","96","83","21","34","313","214","856","252","0","26","856","252","5987","*****","4039","597","86","132","4","7","0","26","0","26","1634","589","224","175","112","81","112","152"
"310M500US43220","Shelton, WA Micro Area","63804","*****","57439","*****","51382","35","660","162","1176","213","745","143","271","57","39","37","3166","298","8","11","3158","299","6365","*****","1887","474","140","222","415","269","7","11","6","9","3359","580","551","253","337","192","214","143"
"310M500US43260","Sheridan, WY Micro Area","30140","*****","28868","*****","27633","25","65","41","541","206","203","65","0","25","0","25","426","181","0","25","426","181","1272","*****","1045","134","51","69","33","50","0","25","0","25","118","118","25","31","12","18","13","24"
"310M500US43300","Sherman-Denison, TX Metro Area","131014","*****","113437","*****","98801","211","6871","452","1355","231","2062","156","12","16","177","222","4159","545","45","41","4114","540","17577","*****","14525","731","311","202","46","32","18","28","0","32","2240","700","437","153","272","133","165","83"
"310M500US43320","Show Low, AZ Micro Area","109270","*****","96791","*****","45109","136","808","98","47561","327","643","109","141","54","233","125","2296","355","52","54","2244","350","12479","*****","6387","724","197","122","1234","293","9","14","0","29","3800","639","852","282","224","127","628","255"
"310M500US43340","Shreveport-Bossier City, LA Metro Area","399619","*****","383500","*****","210735","304","158575","827","1691","241","5540","293","135","51","683","308","6141","886","218","130","5923","900","16119","*****","10443","705","806","357","139","119","48","34","120","100","2708","564","1855","518","1125","442","730","266"
"310M500US43380","Sidney, OH Micro Area","48749","*****","47991","*****","45274","25","1230","204","122","79","571","65","0","24","14","22","780","225","6","9","774","224","758","*****","602","122","46","66","20","30","5","9","0","24","60","66","25","25","5","8","20","24"
"310M500US43420","Sierra Vista-Douglas, AZ Metro Area","125867","*****","81241","*****","69216","235","4620","247","1142","191","2431","162","419","53","280","231","3133","356","102","51","3031","342","44626","*****","38365","975","512","298","421","193","14","21","63","93","3182","790","2069","498","619","225","1450","479"
"310M500US43460","Sikeston, MO Micro Area","38633","*****","37740","*****","32159","135","4494","173","144","81","160","35","0","24","93","132","690","193","13","19","677","193","893","*****","775","112","0","24","0","24","0","24","0","24","105","111","13","22","0","24","13","22"
"310M500US43500","Silver City, NM Micro Area","27669","*****","13700","*****","12675","23","242","175","513","233","131","133","3","6","17","23","119","110","0","22","119","110","13969","*****","12955","422","33","56","75","94","44","49","0","22","553","346","309","180","213","168","96","54"
"310M500US43580","Sioux City, IA-NE-SD Metro Area","143846","*****","117698","*****","103502","133","4483","415","2235","245","3765","158","282","44","143","122","3288","514","26","43","3262","504","26148","*****","18066","1031","471","260","432","299","37","38","61","50","5860","893","1221","390","616","276","605","273"
"310M500US43620","Sioux Falls, SD Metro Area","259348","*****","248291","*****","221594","205","11436","523","4027","477","4580","298","45","42","224","206","6385","732","30","32","6355","731","11057","*****","7355","606","106","98","188","120","10","15","21","25","2717","585","660","217","247","120","413","174"
"310M500US43660","Snyder, TX Micro Area","17096","*****","10192","*****","9020","60","792","144","4","9","51","48","0","21","33","51","292","142","19","27","273","137","6904","*****","5701","342","0","21","35","27","0","21","0","21","970","340","198","123","154","121","44","35"
"310M500US43700","Somerset, KY Micro Area","64350","*****","62747","*****","60638","38","561","132","204","107","529","49","0","27","10","15","805","180","22","35","783","180","1603","*****","1338","154","11","21","0","27","0","27","0","27","219","142","35","49","31","48","4","6"
"310M500US43740","Somerset, PA Micro Area","74361","*****","73246","*****","70096","61","1820","188","35","24","251","67","5","9","43","61","996","209","32","29","964","210","1115","*****","661","99","93","52","32","26","0","24","0","24","252","70","77","47","48","39","29","31"
"310M500US43760","Sonora, CA Micro Area","54045","*****","47428","*****","43341","47","948","106","763","195","732","104","123","33","42","42","1479","268","22","27","1457","266","6617","*****","4106","420","36","40","202","100","22","23","0","29","1364","347","887","285","430","190","457","194"
"310M500US43780","South Bend-Mishawaka, IN-MI Metro Area","321739","*****","296236","*****","240445","228","36889","900","1304","229","6889","289","217","41","800","260","9692","975","175","114","9517","972","25503","*****","15785","872","634","282","542","332","127","87","0","28","6871","856","1544","316","992","239","552","172"
"310M500US43900","Spartanburg, SC Metro Area","307617","*****","286584","*****","210222","149","62269","759","427","151","7217","261","66","48","315","201","6068","790","137","79","5931","786","21033","*****","14871","969","419","235","34","31","23","34","3","6","4865","942","818","276","515","252","303","135"
"310M500US43940","Spearfish, SD Micro Area","25478","*****","24647","*****","23148","18","227","35","555","123","235","108","32","39","11","21","439","173","0","18","439","173","831","*****","584","126","3","6","27","44","20","31","0","18","47","49","150","85","25","30","125","79"
"310M500US43980","Spencer, IA Micro Area","16211","*****","15613","*****","15113","49","47","38","7","9","105","76","2","4","35","49","304","83","2","4","302","83","598","*****","333","133","65","65","0","16","0","16","0","16","106","91","94","81","24","33","70","87"
"310M500US44020","Spirit Lake, IA Micro Area","17127","*****","16783","*****","16390","6","77","50","48","20","152","37","0","16","0","16","116","61","3","6","113","60","344","*****","293","65","0","16","0","16","0","16","0","16","46","63","5","6","0","16","5","6"
"310M500US44060","Spokane-Spokane Valley, WA Metro Area","550160","*****","519532","*****","466139","245","8389","660","7763","589","11626","713","2795","196","363","155","22457","1294","325","150","22132","1283","30628","*****","17440","1076","247","129","1279","349","217","90","59","47","7916","1029","3470","654","1504","362","1966","563"
"310M500US44100","Springfield, IL Metro Area","209167","*****","204447","*****","169917","121","25009","546","191","75","4005","217","88","68","334","125","4903","585","42","42","4861","586","4720","*****","3213","302","348","214","47","45","44","44","17","15","516","183","535","193","122","81","413","190"
"310M500US44140","Springfield, MA Metro Area","699480","*****","569838","*****","492354","203","41138","971","1076","201","20087","560","245","200","741","273","14197","1118","517","177","13680","1115","129642","*****","95250","2039","5585","821","576","252","501","252","120","116","20929","1761","6681","1010","2855","523","3826","844"
"310M500US44180","Springfield, MO Metro Area","462434","*****","447199","*****","415404","193","10621","599","2520","351","6682","501","209","87","424","197","11339","835","119","65","11220","812","15235","*****","9875","795","343","244","305","169","49","42","74","58","3358","799","1231","384","608","236","623","283"
"310M500US44220","Springfield, OH Metro Area","134726","*****","130099","*****","113246","90","10832","485","209","95","825","119","38","28","109","91","4840","489","13","20","4827","485","4627","*****","3753","328","83","72","47","59","0","27","0","27","546","256","198","98","75","63","123","75"
"310M500US44260","Starkville, MS Micro Area","59280","*****","58375","39","35585","70","20272","251","66","47","1631","73","29","35","44","70","748","244","1","3","747","243","905","39","518","134","35","52","12","23","38","63","0","30","227","143","75","72","26","29","49","53"
"310M500US44300","State College, PA Metro Area","161960","*****","157183","*****","138374","271","5805","251","76","70","9897","372","52","48","237","268","2742","465","269","239","2473","372","4777","*****","3475","224","368","114","31","28","26","33","0","24","685","174","192","64","94","56","98","50"
"310M500US44340","Statesboro, GA Micro Area","76120","*****","73086","*****","48323","113","21133","561","250","123","966","122","199","304","129","113","2086","484","3","7","2083","483","3034","*****","1258","341","112","102","51","60","24","23","0","31","1009","341","580","249","369","185","211","171"
